,Age,EstimatedSalary,target
346,1.465648970234032,0.06629116373836477,1
381,0.9880833233672897,-1.0789382430373722,1
313,1.083596452740638,2.092466268033899,1
164,-0.4446136172329372,-0.02180340601361499,0
217,0.22397828838050202,0.24248030324232428,0
366,1.9432146171007743,-0.6678302508614665,1
48,-0.7311530053529826,1.9162771285299396,1
148,-0.826666134726331,-0.25672225868556103,0
270,0.5105176765005474,1.8575474153619531,0
120,-0.15807422911289182,0.1543857334903445,0
9,-0.25358735848624026,-0.139262832349588,0
113,-0.06256109973954335,-0.4329113981895205,0
223,2.134240875847471,0.9472368612581623,1
193,-1.7817974284598157,0.007561450570378263,0
335,-0.15807422911289182,-0.46227625477351375,0
320,1.3701358408606836,2.0043716982819193,1
239,1.465648970234032,2.1511959812018855,1
350,0.03295202963380511,1.2702502836820881,1
153,-0.15807422911289182,-0.5797356811094868,0
311,0.12846515900715358,0.7710477217542028,1
98,-0.25358735848624026,0.09565602032235802,0
99,-0.9221792640996795,-0.961478816701399,0
353,-0.06256109973954335,-0.37418168502153404,0
1,-0.25358735848624026,-1.4606813786292843,0
115,0.22397828838050202,-0.37418168502153404,0
225,-0.06256109973954335,-0.49164111135750704,0
102,-0.5401267466062857,0.4773991559142703,0
260,-0.25358735848624026,0.21311544665833101,0
195,-0.34910048785958875,-0.7852896771974396,0
191,-1.7817974284598157,-1.2844922391253248,0
331,0.9880833233672897,1.4464394231860476,1
198,-1.1132055228463764,0.3012100164103108,0
117,-0.15807422911289182,-0.5210059679415002,0
137,-0.7311530053529826,1.0940611441781285,1
295,-0.15807422911289182,-0.1979925455175745,0
56,-1.3997449109664217,-0.6384653942774733,0
39,-1.017692393473028,-1.1376679562053587,0
46,-1.2087186522197249,0.2718451598263175,0
107,-1.017692393473028,0.56549372566625,0
332,0.415004547127199,-0.139262832349588,0
146,-1.017692393473028,0.7710477217542028,1
256,0.3194914177538505,0.06629116373836477,0
194,-0.9221792640996795,0.56549372566625,0
352,0.415004547127199,0.5948585822502434,1
130,-0.6356398759796341,-0.34481682843754075,0
228,0.22397828838050202,0.06629116373836477,0
264,0.9880833233672897,0.5948585822502434,1
38,-1.1132055228463764,0.06629116373836477,0
163,-0.25358735848624026,-0.9321139601174058,0
282,-0.06256109973954335,0.007561450570378263,1
290,0.12846515900715358,1.8869122719459464,1
30,-0.6356398759796341,0.12502087690635127,0
368,0.03295202963380511,0.036926307154371514,0
170,-1.5907711697131186,0.5361288690822568,0
216,1.083596452740638,-0.139262832349588,0
58,-1.4952580403397702,-1.519411091797271,0
190,-1.3042317815930733,0.4186694427462838,0
242,1.1791095821139865,0.5361288690822568,1
370,2.134240875847471,-0.6971951074454598,1
5,-1.017692393473028,-0.34481682843754075,0
229,0.415004547127199,0.3012100164103108,1
307,0.8925701939939412,1.2702502836820881,1
393,2.134240875847471,-0.8146545337814328,1
84,-0.7311530053529826,-0.22735740210156777,0
278,1.3701358408606836,-0.9321139601174058,1
171,-0.34910048785958875,1.3289799968500746,0
253,-0.06256109973954335,2.2392905509538656,1
23,0.7015439352472443,-1.4019516654612978,1
305,0.415004547127199,-0.46227625477351375,0
53,-0.25358735848624026,-1.3725868088773046,0
233,1.083596452740638,0.4773991559142703,1
334,1.8477014877274258,-0.28608711526955427,1
288,0.3194914177538505,0.2718451598263175,0
348,0.12846515900715358,0.21311544665833101,0
314,0.12846515900715358,0.2718451598263175,0
263,-0.25358735848624026,0.06629116373836477,0
213,-0.25358735848624026,-0.34481682843754075,0
338,0.03295202963380511,-0.4329113981895205,0
177,-1.2087186522197249,-1.4019516654612978,0
34,-1.017692393473028,0.5948585822502434,0
186,-1.6862842990864673,0.3599397295782973,0
347,1.5611620996073805,1.123426000762122,1
330,0.03295202963380511,-0.5503708245254936,0
215,2.134240875847471,1.123426000762122,1
145,-1.3042317815930733,0.56549372566625,0
108,-1.1132055228463764,0.4773991559142703,0
394,0.12846515900715358,-0.3154519718535475,0
26,1.083596452740638,-1.2257625259573384,1
293,-0.06256109973954335,0.21311544665833101,0
125,0.12846515900715358,-0.25672225868556103,0
6,-1.017692393473028,0.4186694427462838,0
203,0.3194914177538505,0.036926307154371514,0
373,2.0387277464741227,1.7694528456099734,1
240,0.415004547127199,2.3273851207058454,1
131,-0.4446136172329372,-1.1376679562053587,0
367,0.7970570646205928,0.5361288690822568,1
328,-0.15807422911289182,1.4170745666020543,1
299,0.7970570646205928,1.387709710018061,1
247,1.8477014877274258,1.5345339929380273,1
80,-0.7311530053529826,0.3012100164103108,0
391,0.8925701939939412,-1.3725868088773046,1
365,2.0387277464741227,-1.1963976693733451,1
363,0.415004547127199,0.2718451598263175,0
237,-0.06256109973954335,0.3012100164103108,0
74,-0.5401267466062857,-1.519411091797271,0
124,0.3194914177538505,-0.5503708245254936,0
232,0.22397828838050202,1.0940611441781285,1
71,-1.3042317815930733,-1.2551273825413316,0
287,0.9880833233672897,2.0043716982819193,1
273,0.12846515900715358,1.0646962875941353,1
70,-1.2087186522197249,0.3012100164103108,0
258,1.9432146171007743,0.7416828651702095,1
398,-0.15807422911289182,-1.0789382430373722,0
100,-1.017692393473028,0.5361288690822568,0
178,-1.3042317815930733,-1.3725868088773046,0
224,-0.25358735848624026,-0.28608711526955427,0
276,0.03295202963380511,0.036926307154371514,0
176,-0.25358735848624026,-0.6678302508614665,0
129,-1.1132055228463764,0.4186694427462838,0
275,1.8477014877274258,0.12502087690635127,1
325,0.3194914177538505,-0.28608711526955427,0
11,-1.1132055228463764,-0.5210059679415002,0
340,1.465648970234032,1.0059665744261488,1
250,0.6060308058738959,-0.9027491035334125,0
159,-0.5401267466062857,1.9162771285299396,1
149,-1.6862842990864673,0.12502087690635127,0
155,-0.6356398759796341,-1.6075056615492507,0
52,-0.826666134726331,0.3893045861622905,0
128,-0.7311530053529826,-1.5487759483812642,0
54,-1.017692393473028,-0.34481682843754075,0
32,-1.5907711697131186,-1.5781408049652574,0
221,-0.25358735848624026,0.6242234388342366,1
87,-0.9221792640996795,0.44803429933027705,0
329,0.8925701939939412,1.0940611441781285,1
13,-0.5401267466062857,-1.519411091797271,0
248,0.3194914177538505,-0.5210059679415002,0
168,-0.826666134726331,2.298020264121852,1
385,1.7521883583540774,-0.28608711526955427,1
122,0.22397828838050202,0.1543857334903445,0
339,0.12846515900715358,1.5345339929380273,1
180,-1.1132055228463764,-1.5781408049652574,0
8,-1.2087186522197249,-1.0789382430373722,0
189,-0.9221792640996795,-1.1083030996213654,0
317,-0.25358735848624026,-0.4329113981895205,0
114,0.415004547127199,0.3012100164103108,0
296,0.415004547127199,0.09565602032235802,1
300,1.9432146171007743,-0.9321139601174058,1
185,-0.6356398759796341,-0.10989797576559475,0
390,0.9880833233672897,-1.0789382430373722,1
279,1.1791095821139865,-0.9908436732853924,1
116,-0.25358735848624026,0.1543857334903445,0
309,0.03295202963380511,-0.5797356811094868,0
244,0.3194914177538505,0.06629116373836477,0
292,1.656675228980729,-0.9027491035334125,1
321,1.465648970234032,0.3599397295782973,1
17,0.7015439352472443,-1.2844922391253248,1
201,1.083596452740638,0.12502087690635127,0
43,-0.7311530053529826,-1.6075056615492507,0
246,-0.25358735848624026,-0.5797356811094868,0
40,-1.017692393473028,-1.5487759483812642,0
76,-1.8773105578331641,-0.5210059679415002,0
357,0.3194914177538505,0.06629116373836477,0
41,-0.4446136172329372,-0.5503708245254936,0
214,0.8925701939939412,-0.7852896771974396,0
262,1.656675228980729,1.6226285626900072,1
386,1.083596452740638,-0.9027491035334125,1
375,0.7970570646205928,-1.1083030996213654,1
303,-0.06256109973954335,0.2718451598263175,1
69,-0.6356398759796341,-0.05116826259760824,0
24,0.7970570646205928,-1.3725868088773046,1
174,-0.34910048785958875,0.06629116373836477,0
302,-0.06256109973954335,1.975006841697926,1
192,-0.826666134726331,-0.7852896771974396,0
